Designator,Mid X,Mid Y,Rotation,Layer
A1,200.0,-103.75,90.0,top
B1,208.75,-95.0,180.0,top
J1,209.22606016367925,-85.79366416367925,135.0,bottom
J2,209.22606083632076,-104.17844016367926,225.0,bottom
J3,190.84128383632077,-104.17844083632075,315.0,bottom
J4,190.84128416367923,-85.79366383632075,45.0,bottom
X1,191.25,-95.0,0.0,top
Y1,200.0,-86.25,270.0,top
