Designator,Mid X,Mid Y,Rotation,Layer
D1,185.66,-75.77,0.0,top
D2,185.66,-80.77,0.0,top
D3,208.16,-75.77,180.0,top
D4,208.16,-80.77,180.0,top
SW1,197.041,-65.41,0.0,top
SW2,189.85,-89.25,0.0,top
SW3,204.34,-89.14,0.0,top
U1,197.0106,-76.431,0.0,top
U2,197.04,-88.75,180.0,bottom
U3,197.01,-76.44,0.0,bottom
